MSG,data_excel,anno,mese,data,ora,critical_day
"@vocidamilano pure in Brianza fa caldo, ma le cosce le ho sensibili davvero.",4/11/2011,2011,4,11,5,noheat
@winchester84 c è troppo caldo per...il golf...battutaccia..scusa..:D,4/11/2011,2011,4,11,5,noheat
"@wolneyamaral áa  as sete e trinta, couvert do lamole!",4/11/2011,2011,4,11,5,noheat
@xalwayshogwarts > riprende! Joe ma che dici? ho sete! e Kevin ti farà aria con un pezzo di carta :3,4/11/2011,2011,4,11,5,noheat
"@xbeautifulnott e io dei pantaloncini,c'è un caldo ultimamente",4/11/2011,2011,4,11,5,noheat
"@xdirtyboulevard oddio come mai? per il caldo? Io bene, ma mi manca da morire Edimburgo <33 Stavo troppo bene u.u",4/11/2011,2011,4,11,5,noheat
@xfeelingsorry lo dicevo per il caldo. wow non vedo l'ora sia giugnooooooo,4/11/2011,2011,4,11,5,noheat
"@xfeelingsorry si però ci lamentiamo sempre ahah piove e che palle, fa caldo e che palle hahaha",4/11/2011,2011,4,11,5,noheat
@xmartytorres stessa cosa. stesso via vai di gente. stesso mare. stesso caldo. stesso panorama. my house is ibiza uoo!,4/11/2011,2011,4,11,5,noheat
@YayBigJoe con questo caldo vi hanno dato sta roba? hahahaha,4/11/2011,2011,4,11,5,noheat
@YleniaMozzillo anch'io ho pensato al caldo..caldo+sbalzi di pressione e via sangue dal naso..,4/11/2011,2011,4,11,5,noheat
"@zozzonearotelle eh guarda io non sono molto tencologica. Mi sto bevendo il tè caldo, come fanno nel deserto, sto facendo la sauna però",4/11/2011,2011,4,11,5,noheat
"[ Flickr Gallery ] Anime Festival Asia Singapore, AFA 2008 - 2010 | http://j2mepk.com/gNRXBs",4/11/2011,2011,4,11,5,noheat
[Expo 2015] - Giochi d'acqua per un caldo imprevisto http://bit.ly/hjWHHB,4/11/2011,2011,4,11,5,noheat
[Italia] Calcio - Napoli: Garofalo firma la nuova pasta degli azzurri: Nel momento più caldo del... http://bit.ly/eH74up #calcio #Italia,4/11/2011,2011,4,11,5,noheat
[Meteo] [Alto Adige] Previsione per oggi lunedì 11 aprile 2011 : Tempo soleggiato con clima caldo: Situazione ge... http://bit.ly/ennWo1,4/11/2011,2011,4,11,5,noheat
[Meteo] [Alto Adige] Previsione per oggi lunedì 11 aprile 2011 : Tempo soleggiato con clima caldo: Situazione ge... http://bit.ly/fUBHSZ,4/11/2011,2011,4,11,5,noheat
[Post] La gente sceglie e non commette errori: Mi permetto di fare una riflessione a caldo sul risultato... http://tinyurl.com/3z8reko,4/11/2011,2011,4,11,5,noheat
"[TGCOM] Estate anticipata: Con il caldo, mangia cosìIl caldo di questi giorni è servito & anche in tavola. Asseco... http://bit.ly/fBUDSb",4/11/2011,2011,4,11,5,noheat
11/11/11 is the new 21/12/2012 RT @rafavictoriano: Essa é o atentado terrorista desse dia 11. http://ht.ly/4xMOZ,4/11/2011,2011,4,11,5,noheat
"2 settimane fa c'era il polo nord, adesso sembra di essere ai caraibi, si muore di caldo!",4/11/2011,2011,4,11,5,noheat
"30 Rock 97%, internet cai. NOVENTA E SETE POR CENTO.",4/11/2011,2011,4,11,5,noheat
"6 ore sotto il sole, solo per vedere lui, non misono stressata anche se morivo di caldo, lo farei e rifarei mille e mille altre volte &e",4/11/2011,2011,4,11,5,noheat
"600 abbandonano per afa: Milano City Marathon si è svolta nella giornata di ieri, molti gli ospiti, ma circa 600... http://bit.ly/fHPoQj",4/11/2011,2011,4,11,5,noheat
"A certosa ad aspettare il treno #trenis5 per ritornare a casa..magari vado a correre,ma se qnd arrivo fa ancora sto caldo,niente,solo doccia",4/11/2011,2011,4,11,5,noheat
A comer caldo de gallina!,4/11/2011,2011,4,11,5,noheat
A Firenze ci sono 28 gradi...che caldo,4/11/2011,2011,4,11,5,noheat
a hacer caldo de gallina #Chivas,4/11/2011,2011,4,11,5,noheat
a maniche corte... e ho caldo. la cosa mi spaventa alquanto.,4/11/2011,2011,4,11,5,noheat
A tu vida le falta caldo,4/11/2011,2011,4,11,5,noheat
"È piovuto il caldo, ha squarciato il cielo...",4/11/2011,2011,4,11,5,noheat
"è bello poter finalmente dire madonna santa, che caldo! *---*",4/11/2011,2011,4,11,5,noheat
"NÊeå0o0{0“0h0kf‘0D0g0Y0m00«0â0ß0ü0ë0„0Ô0¹0¿0Á0ª0„0é0¹0Ù0ê0ü0j0iO\0Š0~0W0_0_Œ0g0m0Oggi fa un caldo bestiale. Menu di oggi: Camomilla, pistacchio,  lamponi0ecc. A dopo . By Chef",4/11/2011,2011,4,11,5,noheat
"0J0o0ˆ0F0T0V0D0~0Y0Caldo e Grigio, Grigio e Caldo... Il sole s'è dimenticato di uscire oggi?",4/11/2011,2011,4,11,5,noheat
"AAAAHHHHH sete , sete,sete  em setembro fasso 17 uelhheussssssss",4/11/2011,2011,4,11,5,noheat
Al caldo non c'è fine .... http://networkedblogs.com/gw7by,4/11/2011,2011,4,11,5,noheat
Alimentazione: legumi e gelato contro il caldo fuori stagione http://goo.gl/fb/ry3mj,4/11/2011,2011,4,11,5,noheat
"Almocei na rua hj, pastel e caldo de cana! Amoooooo caldo de cana!",4/11/2011,2011,4,11,5,noheat
"Altruista!!RT @pinkmartina Nnnnoooooo, non sono una golosastra vergognosa: è che con questo caldo il cioccolato si ... http://tl.gd/9p9060",4/11/2011,2011,4,11,5,noheat
Amici ma quando caldo fa??? Cmq da domani torna la primavera e le temperature si abbassano,4/11/2011,2011,4,11,5,noheat
Ancora caldo poi calo delle temperature: Negli ultimi giorni primo assaggio d'estate grazie alle temperatu... http://tinyurl.com/3lxrdxz,4/11/2011,2011,4,11,5,noheat
Ancora caldo poi calo delle temperature: Negli ultimi giorni primo assaggio d'estate grazie alle temperature rec... http://bit.ly/eFFQvz,4/11/2011,2011,4,11,5,noheat
Ancora caldo poi calo delle temperature: Negli ultimi giorni primo assaggio d'estate grazie alle temperature rec... http://bit.ly/i9jlRP,4/11/2011,2011,4,11,5,noheat
Anomalo caldo estivo in Valle d'Aosta: chiudono le piste da sci - TM News: ANSA.itAnomalo caldo es... http://bit.ly/ibxhAA #infovalanghe,4/11/2011,2011,4,11,5,noheat
aparte!!!! kien cre ke comio caldo de gallina este fin???,4/11/2011,2011,4,11,5,noheat
Appena inizia a far caldo compaiono tutti gli animaletti che tanto odio >.<,4/11/2011,2011,4,11,5,noheat
Arriva il caldo e scatta l'allarme treni.. se domani non riesco a prendere l'eurostar passerò un'ora in sauna..,4/11/2011,2011,4,11,5,noheat
arriva il caldo e tra poco arriverà la stagione delle panze sblusate al vento.,4/11/2011,2011,4,11,5,noheat
"Arrivederci caldo, temperature giù e tornano le piogge http://tmnews.it",4/11/2011,2011,4,11,5,noheat
"Arrivederci caldo, temperature giù e tornano le piogge http://ow.ly/1c8wdY",4/11/2011,2011,4,11,5,noheat
Aspettare x mezz'ora mio fratello con questo caldo?? #moriró,4/11/2011,2011,4,11,5,noheat
"avcea Caragiale o vorba de duh: Amice, esti tembel!. Si cu cata sete imi vine sa spun asta catorva persoane...",4/11/2011,2011,4,11,5,noheat
BASTA CAZZO!!! TROPPO CALDO MINCHIA!!!!,4/11/2011,2011,4,11,5,noheat
Bastano pochi accenni di caldo per trasformare gli uffici in celle frigorifere,4/11/2011,2011,4,11,5,noheat
Bella fuga di 130 km ieri all appennino peccato che poi il caldo mi abbia fuso...Domani distanza con due salite lunghe.,4/11/2011,2011,4,11,5,noheat
Bellezza. I nostri cosmetici alla prova del primo caldo http://fb.me/Y8kb8EAQ,4/11/2011,2011,4,11,5,noheat
BENESSERE - Bellezza I nostri cosmetici alla prova del primo caldo: Così come si deve fare il cambio di stagione... http://bit.ly/fgll1z,4/11/2011,2011,4,11,5,noheat
Bere litri e litri d'acqua perchè si muore dal caldo.. D:,4/11/2011,2011,4,11,5,noheat
Bere lo jager caldo è improponibile,4/11/2011,2011,4,11,5,noheat
bevo il mio primo té caldo e penso a @elis0012,4/11/2011,2011,4,11,5,noheat
Bocconcini di manzo laccati alla confettura di visciole: Buongiorno a tutti!Questo caldo e questo sole ... http://bit.ly/gmdzdf #ricette,4/11/2011,2011,4,11,5,noheat
Buon inizio settimana a voi! Sempre all'insegna del caldo ;) @Anidalessandro @pressarea @GiuseppeMedori @Filippo_Scrocco @sonrayden,4/11/2011,2011,4,11,5,noheat
Buon pomeriggio amici anche oggi un caldo pazzesco ma da domani torna la primavera anche se questo scorcio... http://fb.me/L5wVgDX8,4/11/2011,2011,4,11,5,noheat
buonanotte a voi e al caldo.,4/11/2011,2011,4,11,5,noheat
"buongiorno a tutti a cavoretto cielo azzurro, caldo e sole in arrivo",4/11/2011,2011,4,11,5,noheat
Buongiorno a tutti da Milano capitale del caldo,4/11/2011,2011,4,11,5,noheat
Buongiorno a tutti voi fringuelli! Qui giornata splendida e caldo sopportabile.... La mia temperatura ideale...,4/11/2011,2011,4,11,5,noheat
"Buongiorno a tutti! Ed eccoci al tanto amato Lunedì :), un Lunedì comunque di bel tempo salvo qualche disturbo... http://fb.me/uqhpLOat",4/11/2011,2011,4,11,5,noheat
BUONGIORNO AMICI!ANCHE OGGI SI SCHIATTA DAL CALDO.KISS KISS<3<3<3 http://fb.me/JmIMox9Q,4/11/2011,2011,4,11,5,noheat
Buongiorno...sole caldo a Levante...possiamo cominciare...,4/11/2011,2011,4,11,5,noheat
"Bye bye caldo, torna la pioggia sull Italia http://bit.ly/eIRUXi",4/11/2011,2011,4,11,5,noheat
"Bye bye caldo, torna la pioggia sull Italia http://bit.ly/erkA3Q",4/11/2011,2011,4,11,5,noheat
c'è il sole e fa caldo ..........................ke bll!!!!!!!!!!!<3,4/11/2011,2011,4,11,5,noheat
C'è troppo caldo :( uff,4/11/2011,2011,4,11,5,noheat
Caldo = Sete !.... C http://nblo.gs/gvrAv,4/11/2011,2011,4,11,5,noheat
"Caldo = Sete !.... Con l'arrivo improvviso del caldo, si avverte la necessità di bere. Si può notare in giro... http://hellotxt.com/l/tC3j6W",4/11/2011,2011,4,11,5,noheat
"Caldo anche oggi, qui tra le risaie http://www.beteavon.it/farro-in-insalata.html",4/11/2011,2011,4,11,5,noheat
"Caldo anticipato: eco difese contro gli attacchi delle formiche: Assalti ad ambienti, dispense ed alimenti. Le m... http://bit.ly/fUFcXP",4/11/2011,2011,4,11,5,noheat
caldo caldo caldo.... troppo caldo!!!,4/11/2011,2011,4,11,5,noheat
Caldo de aguila pa la cena,4/11/2011,2011,4,11,5,noheat
Caldo de gallina #bienchivas @chivas,4/11/2011,2011,4,11,5,noheat
Caldo de Gallina estilo Jalisco.,4/11/2011,2011,4,11,5,noheat
Caldo de gallina iuuuu q asquito,4/11/2011,2011,4,11,5,noheat
Caldo de gallina o consome de borrego?,4/11/2011,2011,4,11,5,noheat
Caldo de gallina para la cena: 3 - 0,4/11/2011,2011,4,11,5,noheat
Caldo de gallina xD,4/11/2011,2011,4,11,5,noheat
Caldo de gallina! Goleadaaaa!,4/11/2011,2011,4,11,5,noheat
Caldo de gallina!!,4/11/2011,2011,4,11,5,noheat
Caldo de gallina!!!,4/11/2011,2011,4,11,5,noheat
Caldo de gallinita!!!,4/11/2011,2011,4,11,5,noheat
"Caldo estivo ad aprile, gli uccelli non migrano e tornano le zanzare: Dai prossimi giorni, le temperature sono d... http://bit.ly/ijEqrX",4/11/2011,2011,4,11,5,noheat
Caldo fottuto. E' il sole sopra di me o il virus dentro di me?,4/11/2011,2011,4,11,5,noheat
Caldo in questi giorni ? Guardati questo.... http://nblo.gs/gw7by,4/11/2011,2011,4,11,5,noheat
Caldo misto noia,4/11/2011,2011,4,11,5,noheat
Caldo sconvolgente ............. !!!!!!!,4/11/2011,2011,4,11,5,noheat
caldo svuotafrighi,4/11/2011,2011,4,11,5,noheat
Caldo... Non capisco perché oggi in ufficio tutti guardano i miei piedi? Cos'hanno le mie infradito che non va? :),4/11/2011,2011,4,11,5,noheat
Caldo...Oddio il sole...!!!,4/11/2011,2011,4,11,5,noheat
"CALDO: ADDIO ANTICIPO ESTATE DA MERCOLEDI' -10 GRADI: (AGI) - Roma, 11 apr. - E' stato un breve, anomalo anticip... http://bit.ly/eNoKqb",4/11/2011,2011,4,11,5,noheat
"Caldo:si attenua in Piemonte,mercoledi' 10 gradi in - http://nblo.gs/gvjLz",4/11/2011,2011,4,11,5,noheat
Caldo-freddo http://su.diggita.it/e1BktP #Alimentazione #social @diggita,4/11/2011,2011,4,11,5,noheat
"Caldo-freddo: Perchè proprio caldo-freddo come nome? La risposta è semplice, questa prelibatezza è composta da pan & http://goo.gl/fb/aBMP7",4/11/2011,2011,4,11,5,noheat
"Caldo-freddo: Perchè proprio caldo-freddo come nome? La risposta è semplice, questa prelibatezza è composta da pan & http://goo.gl/fb/qdVLC",4/11/2011,2011,4,11,5,noheat
canale villoresi:i primi bagnati: forse aveva caldo e cercava refrigerio nel canale?comunque ecco il primo bagna... http://bit.ly/gwFtuF,4/11/2011,2011,4,11,5,noheat
Canini:  Il primo caldo si è fatto sentire  http://fb.me/FUJGFZqM,4/11/2011,2011,4,11,5,noheat
capperi + acciuge = sete !,4/11/2011,2011,4,11,5,noheat
"Cari Fans, anche se arriva il caldo è un appuntamento da non perdere! http://fb.me/uoXtzKtA",4/11/2011,2011,4,11,5,noheat
Cavalieri sconfitti dal Padova: I Cavalieri si sciolgono come neve al sole. Il primo caldo di Primavera gioca un... http://bit.ly/gPCmpo,4/11/2011,2011,4,11,5,noheat
Cavolo che caldo..,4/11/2011,2011,4,11,5,noheat
"cazzo di caldo, caldo del cazzo. da giovedì però poi piove.",4/11/2011,2011,4,11,5,noheat
Cestino di tortelloni ai carciofi: La piccola bicicletta rosa sembra brillare sotto questo caldo sole di Aprile ... http://bit.ly/f5Du0F,4/11/2011,2011,4,11,5,noheat
Che caaaaaaaldo! Si muore di caldo oggi! Sembra di essere a Luglio quasi!,4/11/2011,2011,4,11,5,noheat
Che caldo . è.è,4/11/2011,2011,4,11,5,noheat
"Che caldo che fa al sole.. ma si sta bene, magari fosse cosi d'estate..",4/11/2011,2011,4,11,5,noheat
che caldo che fa oggi :D,4/11/2011,2011,4,11,5,noheat
che caldo che ha sofferto stanotte,4/11/2011,2011,4,11,5,noheat
Che caldo del cazzo.,4/11/2011,2011,4,11,5,noheat
che caldo O_O,4/11/2011,2011,4,11,5,noheat
Che caldo qui!,4/11/2011,2011,4,11,5,noheat
Che caldo! E 'nuvoloso ma che non si ferma è caldo! Ho bisogno di acqua! #jp,4/11/2011,2011,4,11,5,noheat
Che caldo! Meno male che al pulman c'e' l'ombra!,4/11/2011,2011,4,11,5,noheat
Che caldo! Sono marcio! Datemi una tinozza di acqua gelata! Sciacquatemi,4/11/2011,2011,4,11,5,noheat
che cazzo di caldo! x____x,4/11/2011,2011,4,11,5,noheat
che noiaaa voglio uscire sole pazesco caldo afoso ti amo,4/11/2011,2011,4,11,5,noheat
"Che ppppalle, é bruttissimo avere sta roba quando fa caldo! Si sta peggio :( @DemsChocolate96",4/11/2011,2011,4,11,5,noheat
che sphacceemma di caldo che fa. E sto cazzone viciano a me sembra na stracazzo di mummia. #cadavere,4/11/2011,2011,4,11,5,noheat
chebelloooo! finalmente sono uscita da scuola. che sole meraviglioso. si schiatta dal caldo.,4/11/2011,2011,4,11,5,noheat
Check this video out -- Il Tg di Uno in un caldo servizio sui pinguini in amore http://t.co/3jLYKZW via @youtube,4/11/2011,2011,4,11,5,noheat
Chivas 1-0 America....le echaron un cubito al caldo del ave.,4/11/2011,2011,4,11,5,noheat
"Colpo di coda invernale da mercoledì, brusco calo termico: Dopo questo fine settimana molto caldo per il periodo... http://bit.ly/gFHOhN",4/11/2011,2011,4,11,5,noheat
Come sfruttare il caldo a proprio favore? Qui un'idea su come investire! http://bit.ly/idbMMO #gelateria #gelato,4/11/2011,2011,4,11,5,noheat
come si fa a studiare con questo caldo? D:,4/11/2011,2011,4,11,5,noheat
"Comida caliente (sopa,caldo, etc) + este calor = no good idea!!",4/11/2011,2011,4,11,5,noheat
Comiendo caldo de Gallina :p @ANGELMQE @andarza @GelyBarrutieta,4/11/2011,2011,4,11,5,noheat
Comincio a stare male dal caldo,4/11/2011,2011,4,11,5,noheat
Con il caldo fuori stagione è boom di primizie http://goo.gl/fb/d4qLv,4/11/2011,2011,4,11,5,noheat
Con l arrivo del caldo la scelta di un buon deodorante è essenziale mamma mia ieri c'era una persona che...sgradevolezza http://goo.gl/3jrgW,4/11/2011,2011,4,11,5,noheat
Con questo caldo basta maglioni e felpe pesanti...Sbracciatevi con le polo Frankie Garage.... http://fb.me/U03RhrIZ,4/11/2011,2011,4,11,5,noheat
Con questo caldo la fame passa #caldo,4/11/2011,2011,4,11,5,noheat
"COURMAYEUR - Troppo caldo, chiudono in anticipo impianti in Val Veny e Pra Neyron | Dovesciare.it http://fb.me/uoEJ8d48",4/11/2011,2011,4,11,5,noheat
CVD Primavera: da domani caldo e sole lasceranno spazio a temperature piu' fresche e in diverse regioni tornera' la pioggia.,4/11/2011,2011,4,11,5,noheat
D: Che caldo!!! #Milano,4/11/2011,2011,4,11,5,noheat
Dal caldo portoghese al gelo russo. arrivi e ripartenze fulminee. ci piace sto caos,4/11/2011,2011,4,11,5,noheat
Dall'Estate alla Primavera..Pronunciati scambi di calore equinoziali!!!: Come vi avevo pronosticato il caldo che... http://bit.ly/gHwutJ,4/11/2011,2011,4,11,5,noheat
Deve ricordarsi di portarsi da bere in ufficio o con sto caldo l'evaporazione acquea mi ucciderà,4/11/2011,2011,4,11,5,noheat
devo bere qualcosa di megafreddo. ho caldo ziomina,4/11/2011,2011,4,11,5,noheat
Dia antes de la maratona. Ieri maratona milano con caldo terribile. 3h10m alla fine!! http://t.co/Zo3eeV5,4/11/2011,2011,4,11,5,noheat
dia sete promete *-*,4/11/2011,2011,4,11,5,noheat
Dickinson - scandiano (Reggio Emilia): Il Dickinson offre ottime birre in un ambiente caldo intimo e accogliente... http://bit.ly/ge4LHn,4/11/2011,2011,4,11,5,noheat
"Dieta dei 17 giorni, efficace per perdere peso?: Caldo, estate, mare e  prova costume : queste sono le parole ch... http://bit.ly/gdP54s",4/11/2011,2011,4,11,5,noheat
Digital-Sat News: La tv nel pallone - A Quelli che... il caldo va in scena il delirio primaverile http://bit.ly/h4yEwm,4/11/2011,2011,4,11,5,noheat
Direi che fa caldo D:,4/11/2011,2011,4,11,5,noheat
Disfrutando el caldo de gallina,4/11/2011,2011,4,11,5,noheat
Disumano partire alle 7 e tornare alle 19 per andare in uni con sto caldo e con queste belle giornate... Non vedo l'ora sia finita!!!!!,4/11/2011,2011,4,11,5,noheat
Doña gallina RT @LilyMateo: Caldo de Pollo para el alma ;),4/11/2011,2011,4,11,5,noheat
"DOMANI TORNA LA PRIMAVERA - Dopo il caldo record, piogge e temperature in calo.In arrivo un fronte freddo http://bit.ly/gXlUvY",4/11/2011,2011,4,11,5,noheat
Dopo il caldo eccessivo di questi giorni in arrivo l aria fresca - http://tinyurl.com/63kosan,4/11/2011,2011,4,11,5,noheat
Dopo un week-end caldo e soleggiato.. difficile iniziare una nuova settimana di lavoro....Buon lunedì a tutti!! ;-),4/11/2011,2011,4,11,5,noheat
"Dovevo andare da qualche parte, non so dove, e pensavo che facesse caldo così mi sono messa gli shorts e una cannottiera ma diluviava e >>",4/11/2011,2011,4,11,5,noheat
e c'è un caldo pazzesco!,4/11/2011,2011,4,11,5,noheat
"e cmq mi son bevuto un litro e mezzo d'acqua gassata in un'ora senza avere sete, giusto per farne una.",4/11/2011,2011,4,11,5,noheat
"E niente, mal di testa, caldo. Giusto il revival di canzoni della Pausini-anni-novanta mi ha distratta un po'.",4/11/2011,2011,4,11,5,noheat
E va beh.. alla fine anche con TheSims quando mi mi annoiavo mi costruivo un recinto attorno e mi lasciavo morire di fame e di sete.,4/11/2011,2011,4,11,5,noheat
"E.M.I.C.I.D.A... Sete letras, um propósito. &k",4/11/2011,2011,4,11,5,noheat
ecenur biletler haz1r yar1n ilk uçakla istanbula gidiyoz istanbul üniversitesine bask1n içi belki sete gideriz :D @eceenuuur,4/11/2011,2011,4,11,5,noheat
eii bota bom que tava aquele caldo kinnor de carne,4/11/2011,2011,4,11,5,noheat
Engrossando o caldo http://ht.ly/4xvtq,4/11/2011,2011,4,11,5,noheat
Enrolation enquanto faz o download do episódio sete...,4/11/2011,2011,4,11,5,noheat
"ero freddo, adesso caldo improvviso #WTF",4/11/2011,2011,4,11,5,noheat
Esatto fa un caldo bioia......non gira un cazzo di gente..... meno male che ho qualche #birra fresca....,4/11/2011,2011,4,11,5,noheat
esto sabe a caldo de gallina!,4/11/2011,2011,4,11,5,noheat
eu intornei o caldo hoje hein HAHAHAHA,4/11/2011,2011,4,11,5,noheat
eu te jogo uma praga hein: sete anos no SBT!,4/11/2011,2011,4,11,5,noheat
eu tmb voto na BIXA PASSIVA DA AV SETE @_alexlopes,4/11/2011,2011,4,11,5,noheat
Fa caldo. Gelato time  @ Venchi - Il Gelato http://instagr.am/p/DDlcT/,4/11/2011,2011,4,11,5,noheat
fa caldo... devo assolutamente aprire la piscina T^T,4/11/2011,2011,4,11,5,noheat
Fa molto molto caldo! ):,4/11/2011,2011,4,11,5,noheat
fa troppo caldo. #uccidetemi,4/11/2011,2011,4,11,5,noheat
Fa un caldo benedetto e io sono coi jeans lunghi DD:,4/11/2011,2011,4,11,5,noheat
Fav lunch spot (@ Via Sete) http://4sq.com/ferpjw,4/11/2011,2011,4,11,5,noheat
"Ffffffuuuuuuu fa caldo qui al mercato, voglio andare a casa T__T",4/11/2011,2011,4,11,5,noheat
"Finalmente oggi, qui, non c'è il sole! No perchè, ok il caldo ma avere temperature estive già ad Aprile.. no! #chilavuolecottaechicruda",4/11/2011,2011,4,11,5,noheat
fissa il monitor in attesa di risposte...forse il caldo rallenta anche i processori...#pcumano,4/11/2011,2011,4,11,5,noheat
Flash sul peggioramento di martedì sera.: Il gran caldo fuori stagione ha le ore contate & http://goo.gl/fb/ZvRhJ,4/11/2011,2011,4,11,5,noheat
"Followate @massibs se vi piacciono i tweet quotidiani. Ogni giorno alle 16:00 ho caldo, alle 19:30 ho fame, alle 22:00 ho sonno! :D",4/11/2011,2011,4,11,5,noheat
forse con la palestra stò davvero esagerando. altro che cali di pressione per il caldo poi.. ahahahahaha.,4/11/2011,2011,4,11,5,noheat
fuori c'è un caldo che non si respira all'ombra e in casa sono in felpa'-',4/11/2011,2011,4,11,5,noheat
gente che con questo caldo si mette i timberland.. -.- ..avete dei problemi mentali seri..,4/11/2011,2011,4,11,5,noheat
gente esaurita e sbraitante... il caldo fa male... (@ Ingegneria Bologna w/ @lu_fra) http://4sq.com/e3GEsR,4/11/2011,2011,4,11,5,noheat
gg caldo oggi eh ? XD josè http://fb.me/DjURP9fa,4/11/2011,2011,4,11,5,noheat
Giochi d'acqua per un caldo imprevisto http://dlvr.it/N6LN1,4/11/2011,2011,4,11,5,noheat
"giorno, muoio di caldo e di sete",4/11/2011,2011,4,11,5,noheat
"Good Morning! C'è un sole spelndido e nn fà troppo caldo, sembra di essere a luglio, venerdì la città più calda Aosta 34°C",4/11/2011,2011,4,11,5,noheat
GOOOOOOOLLL. UUUU CALDO DE AGUILA!,4/11/2011,2011,4,11,5,noheat
Gooooooooooooooooooooooooooooooool #Chivas 3-0 jaaaa caldo de gallina casi listo!! =),4/11/2011,2011,4,11,5,noheat
Gratin Di Patate  3: Lessate le patate in acqua salata  passatele e preparate un pure con il latte caldo e... http://tinyurl.com/3oejv4j,4/11/2011,2011,4,11,5,noheat
Gratin Di Patate 3: Lessate le patate in acqua salata passatele e preparate un pure con il latte caldo ... http://tinyurl.com/3vb9alt,4/11/2011,2011,4,11,5,noheat
Grigio e caldo. Vado avanti a bibite energetiche di nota marca per non addormentarmi sulla tastiera,4/11/2011,2011,4,11,5,noheat
grrrrr - questa cosa del fuori salone non finirà maaaai!! nn ne posso più &!! troppo caldo milano!!! http://tumblr.com/xiq22xuouo,4/11/2011,2011,4,11,5,noheat
"Hai letto il nuovo post? Appena appena sfornato, è ancora caldo! http://fb.me/WYo7gMye",4/11/2011,2011,4,11,5,noheat
"Hai oltre 70 anni, non respiri per il caldo, ma porcatroia stai a casa al fresco invece di rompere i coglioni sugli autobus.",4/11/2011,2011,4,11,5,noheat
HAY CALDO DE GALLINA!,4/11/2011,2011,4,11,5,noheat
Ho appena guardato che tempo farà domani..sarà ancora caldo >.< Spero non cosí tanto..io muoio..,4/11/2011,2011,4,11,5,noheat
Ho avuto caldo in piazza della pace. Diecimila gradi su piazza della Pace. Lo so: la temperatura del sole su piazza della Pace...,4/11/2011,2011,4,11,5,noheat
Ho caldo ma ho i piedi freddissimi ._.,4/11/2011,2011,4,11,5,noheat
"Ho caldo, la lezione di biochimica mi annoia e non mi rimane altro che studiare biologia molecolare per l'esame. Bello -.-",4/11/2011,2011,4,11,5,noheat
"Ho caldo,ma se mi tolgo i pantaloni del pigiama muoio..Ma perchè? -.- #dubbiesistenziali",4/11/2011,2011,4,11,5,noheat
ho molta sete...,4/11/2011,2011,4,11,5,noheat
ho sete ma nn ho voglia di alzarmi..,4/11/2011,2011,4,11,5,noheat
Ho sete sonno e malditesta. #ScuolaDiMerda,4/11/2011,2011,4,11,5,noheat
"HO SETE, HO FAME, MI SCAPPA DA PISCIARE! AUTOOOOGRIIIILL AUTOGRIIILL! (?)",4/11/2011,2011,4,11,5,noheat
Ho una sete bestiale.,4/11/2011,2011,4,11,5,noheat
"ho voglia di uscire,fumare una sigaretta seduto in spiaggia sotto il caldo del sole. eppure mi sento come un'incudine appoggiata sulla sedia",4/11/2011,2011,4,11,5,noheat
http://bit.ly/fgNc0m 7 erros do Twitter =D,4/11/2011,2011,4,11,5,noheat
Huele a caldo de gallina 3-0 yuju!!!,4/11/2011,2011,4,11,5,noheat
ieri crisi di fame. Dimenticato barrette e soldi in macchina. Che caldo! Ho bevuto 5 borracce. 7 ore di uscita.... http://fb.me/XLIy2nqP,4/11/2011,2011,4,11,5,noheat
il caldo atroce al sole,4/11/2011,2011,4,11,5,noheat
Il caldo concede una tregua http://nblo.gs/gvmGI,4/11/2011,2011,4,11,5,noheat
Il caldo dà una tregua. Giù le temperature http://bit.ly/iidBv2,4/11/2011,2011,4,11,5,noheat
"Il caldo del mio ufficio è spossante. Quasi quanto vedere Casini, Bersani e Rutelli al TG durante i pasti.",4/11/2011,2011,4,11,5,noheat
il caldo di questi giorni ha solo rallentato un attimo la preparazione. Tra qualche giorno si potrà spingere di nuovo. Buon allenamento,4/11/2011,2011,4,11,5,noheat
IL CALDO ESTIVO PORTA UNO SCIAME DI API IN PIAZZA DEL CAMPO http://t.co/F6dnAnG,4/11/2011,2011,4,11,5,noheat
Il caldo ha le ore contate: #rassegnamoci! ;),4/11/2011,2011,4,11,5,noheat
il caldo mi da alla testa...;D,4/11/2011,2011,4,11,5,noheat
Il caldo NON è mio amico.,4/11/2011,2011,4,11,5,noheat
"Il caldo record dei giorni scorsi si sta attenuando, temperature massime sempre oltre la media, da metà settimana... http://fb.me/XqdQd4hC",4/11/2011,2011,4,11,5,noheat
il dentifricio mi mette sete,4/11/2011,2011,4,11,5,noheat
Il gran caldo concede una tregua http://bit.ly/hPi8EB,4/11/2011,2011,4,11,5,noheat
"Il OleOle.it - Bologna-Napoli: commenti a caldo: Il presidente De Laurentiis, Mascara,Mazzarri, De Sanctis e il ... http://bit.ly/gzyQF4",4/11/2011,2011,4,11,5,noheat
"Il presidente del Q1, ''Sciopero della sete finché non parlo con Renzi'' http://fb.me/DkahDcph",4/11/2011,2011,4,11,5,noheat
"Il presidente del Q1, ''Sciopero della sete finché non parlo con Renzi'' http://t.co/797Y5ao via @ilreporterfirenze",4/11/2011,2011,4,11,5,noheat
